CompanyID	Date	Close
1	20140708	2552.13
1	20140709	2608.28
1	20140712	2703.52
1	20140713	2691.64
1	20140714	2733.2
1	20140715	2675.57
1	20140716	2645.14
1	20140720	2653.55
1	20150317	1340.6
1	20150318	1390.83
1	20150325	1426.8
1	20150328	1482.68
1	20150329	1541.83
1	20150330	1603.37
1	20150331	1667.27
1	20150404	1733.86
1	20150405	1802.82
1	20150406	1983.55
1	20150407	2001.38
1	20150408	2050.43
1	20150411	2128.01
1	20150412	2089.07
1	20150413	2017.43
1	20150414	1949.36
1	20150415	1875.94
1	20150418	1809.06
1	20150419	1750.21
1	20150422	1502
1	20150425	1562.05
1	20150426	1624.47
1	20150427	1590.88
1	20150428	1535.89
1	20150429	1583.45
1	20150503	1565.32
1	20150504	1508.84
1	20150505	1471.39
1	20150506	1414.61
1	20150509	1365.86
1	20150510	1313.25
1	20150511	1334.06
1	20150512	1386.67
1	20150513	1439.58
1	20150517	1451.47
1	20150518	1411.64
1	20150519	1406.88
1	20150520	1420.85
1	20150523	1404.8
1	20150524	1424.12
1	20150525	1480.3
1	20150526	1464.55
1	20150527	1446.12
1	20150530	1460.09
1	20150531	1444.93
1	20150601	1446.42
1	20150602	1458.01
1	20150606	1441.36
1	20150607	1422.93
1	20150608	1441.96
1	20150609	1390.53
1	20150610	1340.89
1	20150613	1342.97
1	20150614	1338.81
1	20150615	1336.44
1	20150616	1362.59
1	20150622	1430.66
1	20150623	1502
1	20150624	1556.99
1	20150627	1507.65
1	20150628	1438.09
1	20150629	1455.63
1	20150630	1517.76
1	20150701	1539.75
1	20150704	1611.09
1	20150705	1599.8
1	20150706	1643.2
1	20150707	1699.38
1	20150711	1661.63
1	20150712	1722.86
1	20150713	1805.79
1	20150714	1810.25
1	20150715	1729.1
1	20150720	1648.55
1	20150909	1359.74
1	20150912	1415.61
1	20150913	1347.98
1	20150914	1344.06
1	20150915	1281.01
1	20150916	1240.49
1	20150919	1208.15
1	20150920	1157.51
1	20150921	1103.93
1	20150922	1145.75
1	20150923	1201.29
1	20150926	1176.13
1	20150927	1195.74
1	20150928	1197.04
1	20150929	1206.19
1	20150930	1201.29
1	20151003	1164.7
1	20151004	1181.03
1	20151005	1199
1	20151006	1196.39
1	20151007	1224.49
1	20151010	1216.32
1	20151011	1192.8
1	20151012	1157.19
1	20151013	1148.36
1	20151014	1170.58
1	20151017	1221.55
1	20151018	1236.25
1	20151019	1209.78
1	20151020	1202.92
1	20151021	1178.42
1	20151025	1128.11
1	20151026	1135.95
1	20151027	1155.55
1	20151028	1143.14
1	20151031	1139.22
1	20151101	1133.01
1	20151102	1129.42
1	20151103	1146.73
1	20151104	1168.95
1	20151107	1151.63
1	20151108	1157.19
1	20151109	1146.08
1	20151110	1166.01
1	20151111	1148.69
1	20151114	1140.52
1	20151115	1149.02
1	20151116	1158.82
1	20151117	1144.44
1	20151118	1146.73
1	20151121	1138.24
1	20151122	1144.44
1	20151123	1153.92
1	20151124	1162.74
1	20151125	1168.62
1	20151128	1172.21
1	20151129	1161.43
1	20151130	1174.17
1	20151201	1164.7
1	20151205	1147.06
1	20151206	1140.52
1	20151207	1130.72
1	20151208	1125.82
1	20151209	1125.17
1	20151213	1071.59
1	20151214	1026.5
1	20151215	1040.23
1	20151216	1012.78
1	20151219	963.45
1	20151220	915.75
1	20151221	935.03
1	20151222	926.53
1	20151223	936.33
1	20151226	924.25
1	20151227	911.5
1	20151228	907.58
1	20151230	911.83
1	20160102	913.46
1	20160103	908.89
1	20160104	907.91
1	20160105	937.97
1	20160106	966.39
1	20160109	960.84
1	20160110	947.44
1	20160111	933.39
1	20160112	903.99
1	20160113	938.95
1	20160116	957.9
1	20160117	1001.02
1	20160118	997.1
1	20160119	1005.92
1	20160120	1009.84
1	20160123	1029.12
1	20160131	1041.21
1	20160201	1077.8
1	20160202	1131.05
1	20160203	1187.57
1	20160206	1230.69
1	20160207	1286.89
1	20160208	1348.96
1	20160209	1412.67
1	20160210	1412.67
1	20160213	1361.7
1	20160214	1307.8
1	20160215	1320.21
1	20160216	1271.53
1	20160217	1277.74
1	20160220	1226.77
1	20160221	1258.79
1	20160222	1321.52
1	20160223	1380.65
1	20160224	1432.92
1	20160227	1502.51
1	20160228	1556.74
1	20160229	1521.79
1	20160301	1569.49
1	20160302	1585.17
1	20160305	1663.25
1	20160306	1688.08
1	20160307	1675.66
1	20160308	1748.19
1	20160309	1793.28
1	20160402	1800.79
1	20160403	1724.02
1	20160404	1656.72
1	20160405	1677.3
1	20160406	1643.65
1	20160409	1690.69
1	20160410	1640.05
1	20160411	1627.31
1	20160412	1635.48
1	20160413	1655.41
1	20160416	1598.89
1	20160417	1530.28
1	20160418	1527.34
1	20160419	1566.22
1	20160420	1636.13
1	20160423	1645.28
1	20160424	1675.01
1	20160425	1655.74
1	20160426	1603.14
1	20160427	1622.08
1	20160430	1666.19
1	20160501	1637.77
1	20160502	1625.35
1	20160503	1581.9
1	20160504	1595.95
1	20160507	1585.82
1	20160508	1549.56
1	20160509	1553.48
1	20160510	1551.84
1	20160511	1499.57
1	20160514	1508.72
1	20160515	1508.06
1	20160516	1535.51
1	20160517	1609.67
1	20160518	1616.86
1	20160521	1576.35
1	20160523	1595.62
1	20160524	1617.18
1	20160525	1657.7
1	20160528	1686.45
1	20160529	1625.68
1	20160530	1628.29
1	20160531	1614.24
1	20160601	1597.58
1	20160605	1600.85
1	20160611	1527.01
1	20160612	1540.08
1	20160613	1550.54
1	20160614	1489.44
1	20160615	1515.58
1	20160618	1527.01
1	20160619	1473.11
1	20160620	1445.01
1	20160621	1497.61
1	20160622	1551.52
1	20160625	1489.77
1	20160626	1505.45
1	20160628	1489.44
1	20160629	1447.62
1	20160702	1449.26
1	20160703	1437.82
1	20160704	1457.43
1	20160705	1460.69
1	20160709	1444.03
1	20160710	1427.37
1	20160711	1437.82
1	20160712	1447.62
1	20160713	1443.38
1	20160716	1496.96
1	20160717	1569.49
1	20160718	1555.11
1	20160724	1587.17
1	20160725	1627.07
1	20160726	1641.39
1	20160727	1710.96
1	20160731	1728.7
1	20160801	1675.15
1	20160802	1745.75
1	20160803	1824.19
1	20160806	1830.32
1	20160807	1825.21
1	20160808	1767.57
1	20160809	1775.08
1	20160810	1721.19
1	20160813	1729.38
1	20160814	1778.15
1	20160815	1727.67
1	20160816	1700.39
1	20160817	1708.58
1	20160820	1778.15
1	20160821	1795.88
1	20160822	1739.27
1	20160823	1720.51
1	20160824	1708.58
1	20160827	1692.89
1	20160828	1683.34
1	20160829	1701.41
1	20160830	1693.57
1	20160831	1679.25
1	20160903	1654.69
1	20160904	1581.03
1	20160905	1601.83
1	20160906	1674.81
1	20160907	1723.24
1	20160910	1679.25
1	20160911	1658.44
1	20160913	1630.48
1	20160914	1650.94
1	20160917	1636.28
1	20160918	1649.92
1	20160919	1651.96
1	20160921	1654.35
1	20160924	1682.32
1	20160925	1706.87
1	20160926	1659.13
1	20160927	1637.64
1	20160928	1636.28
1	20161001	1706.53
1	20161002	1674.13
1	20161003	1672.77
1	20161004	1681.97
1	20161005	1659.81
1	20161008	1731.77
1	20161009	1703.46
1	20161010	1718.47
1	20161015	1771.67
1	20161016	1722.22
1	20161017	1723.58
1	20161018	1707.89
1	20161019	1701.41
1	20161022	1765.19
1	20161023	1760.75
1	20161024	1795.54
1	20161025	1763.48
1	20161026	1788.72
1	20161029	1789.4
1	20161030	1795.54
1	20161031	1779.85
1	20161101	1735.52
1	20161102	1731.42
1	20161105	1659.47
1	20161106	1659.81
1	20161107	1684.7
1	20161108	1677.2
1	20161109	1601.49
1	20161112	1608.99
1	20161113	1609.68
1	20161114	1654.69
1	20161115	1636.62
1	20161116	1618.54
1	20161119	1599.79
1	20161121	1607.29
1	20161122	1610.7
1	20161123	1618.54
1	20161126	1595.01
1	20161127	1592.96
1	20161129	1592.96
1	20161203	1664.58
1	20161204	1628.09
1	20161205	1605.24
1	20161206	1620.93
1	20161207	1612.06
1	20170103	1604.22
1	20170104	1596.03
1	20170107	1618.2
1	20170108	1622.98
1	20170109	1610.36
1	20170111	1569.77
1	20170114	1562.61
1	20170115	1587.17
1	20170116	1617.86
1	20170117	1630.48
1	20170118	1638.66
1	20170121	1620.59
1	20170122	1633.55
1	20170123	1621.27
1	20170124	1608.31
1	20170125	1588.53
1	20170128	1582.73
1	20170129	1591.6
1	20170130	1589.21
1	20170131	1588.53
1	20170201	1582.05
1	20170204	1561.59
1	20170205	1559.54
1	20170206	1562.95
1	20170207	1563.98
1	20170208	1571.14
1	20170211	1600.47
1	20170212	1611.38
1	20170213	1615.13
1	20170214	1590.58
1	20170215	1626.39
1	20170218	1674.47
1	20170219	1649.92
1	20170308	1650.94
1	20170311	1660.83
1	20170312	1653.33
1	20170313	1654.69
1	20170314	1670.38
1	20170315	1686.07
1	20170318	1705.16
1	20170325	1703.46
1	20170326	1694.93
1	20170327	1699.71
1	20170328	1699.03
1	20170329	1697.32
1	20170403	1702.78
1	20170404	1716.08
1	20170405	1732.11
1	20170408	1718.47
1	20170409	1699.71
1	20170410	1693.57
1	20170412	1700.39
1	20170415	1691.18
1	20170416	1734.49
1	20170417	1751.55
1	20170418	1752.91
1	20170419	1770.64
1	20170422	1791.11
1	20170423	1778.83
1	20170424	1763.48
1	20170426	1767.23
1	20170429	1800.65
1	20170430	1834.42
1	20170501	1834.08
1	20170502	1832.37
1	20170503	1831.01
1	20170506	1829.3
1	20170507	1828.62
1	20170508	1828.28
1	20170509	1828.96
1	20170510	1828.96
1	20170513	1828.96
1	20170514	1828.96
1	20170515	1838.85
1	20170516	1872.61
1	20170517	1934.68
1	20170520	1990.61
1	20170521	1990.27
1	20170522	1930.93
1	20170523	1912.17
1	20170524	1899.89
1	20170527	1880.46
1	20170528	1898.19
1	20170529	1918.31
1	20170530	1901.94
1	20170531	1896.83
1	20170603	1862.38
1	20170606	1856.92
1	20170607	1834.76
1	20170610	1844.99
1	20170611	1833.73
1	20170612	1755.98
1	20170613	1736.54
1	20170614	1749.84
1	20170617	1760.75
1	20170618	1753.25
1	20170619	1732.45
1	20170620	1718.12
1	20170621	1715.05
1	20170624	1694.93
1	20170625	1693.91
1	20170628	1696.98
1	20170701	1697.32
1	20170702	1695.62
1	20170703	1690.84
1	20170704	1707.55
1	20170705	1684.36
1	20170708	1757.34
1	20170729	1855.69
1	20170730	1876.37
1	20170731	1847.49
1	20170801	1800.27
1	20170802	1800.27
1	20170806	1810.81
1	20170807	1773.34
1	20170808	1783.1
1	20170809	1781.93
1	20170812	1848.66
1	20170813	1820.57
1	20170814	1819
1	20170815	1820.57
1	20170816	1801.05
1	20170819	1853.35
1	20170820	1848.66
1	20170821	1847.49
1	20170822	1836.57
1	20170823	1845.15
1	20170826	1843.2
1	20170827	1842.42
1	20170828	1837.74
1	20170829	1835.79
1	20170830	1859.2
1	20170902	1856.47
1	20170903	1844.76
1	20170904	1897.06
1	20170905	1891.59
1	20170906	1881.84
1	20170910	1874.42
1	20170911	1877.54
1	20170912	1883.01
1	20170913	1921.64
1	20170916	1975.5
1	20170917	1965.35
1	20170918	1967.3
1	20170919	2011.4
1	20170920	1998.13
1	20170923	2007.5
1	20170924	1995.01
1	20170925	1989.16
1	20170926	2014.52
1	20170927	2016.09
1	20171002	1979.79
1	20171003	1978.62
1	20171004	1993.84
1	20171007	1957.55
1	20171008	1915.01
1	20171009	1942.33
1	20171010	1963.4
1	20171011	1967.3
1	20171014	1978.62
1	20171015	1981.74
1	20171016	1981.74
1	20171017	1981.74
1	20171018	2009.84
1	20171021	2080.09
1	20171022	2083.6
1	20171023	2043.79
1	20171024	2046.92
1	20171025	2044.57
1	20171028	2089.06
1	20171029	2188.58
1	20171030	2283.8
1	20171031	2318.15
1	20171101	2428.59
1	20171104	2425.47
1	20171105	2387.61
1	20171106	2348.59
1	20171107	2411.03
1	20171108	2417.66
1	20171111	2437.96
1	20171112	2425.86
1	20171113	2423.91
1	20171114	2434.44
1	20171115	2424.3
1	20171118	2530.45
1	20171120	2568.3
1	20171121	2662.36
1	20171122	2629.18
1	20171125	2733.38
1	20171126	2685.38
1	20171128	2730.26
1	20171129	2667.04
1	20171202	2690.07
1	20171203	2625.28
1	20171204	2627.62
1	20171205	2595.62
1	20171209	2604.21
1	20171210	2611.62
1	20171211	2639.72
1	20171212	2765
1	20171213	2776.7
1	20171216	2736.12
1	20171217	2760.7
1	20171218	2737.29
1	20171219	2726.75
1	20171220	2684.21
1	20171223	2758.36
1	20171224	2831.73
1	20171225	2933.59
1	20171226	2865.29
1	20171227	2825.49
1	20171230	2811.05
1	20171231	2763.43
1	20180101	2776.31
1	20180102	2788.41
1	20180103	2771.24
1	20180106	2772.8
1	20180107	2763.82
1	20180108	2764.21
1	20180109	2759.14
1	20180110	2759.53
1	20180113	2782.95
1	20180114	2827.83
1	20180115	2871.54
1	20180116	2866.85
1	20180117	2848.9
1	20180120	2845.78
1	20180121	2796.22
1	20180122	2803.63
1	20180127	2795.44
1	20180128	2782.17
1	20180129	2751.34
1	20180130	2700.6
1	20180131	2699.82
1	20180203	2676.8
1	20180204	2708.8
1	20180205	2722.07
1	20180206	2731.04
1	20180207	2726.75
1	20180210	2601.09
1	20180212	2603.82
1	20180213	2702.16
1	20180214	2729.09
1	20180217	2759.53
1	20180218	2816.12
1	20180219	2840.71
1	20180221	2815.73
1	20180224	2820.41
1	20180225	2820.02
1	20180226	2815.34
1	20180227	2796.22
1	20180228	2781
1	20180303	2734.56
1	20180304	2754.07
1	20180305	2770.46
1	20180306	2775.53
1	20180307	2765.39
1	20180310	2731.82
1	20180311	2746.26
1	20180312	2771.24
1	20180313	2765.39
1	20180314	2759.53
1	20180317	2745.87
1	20180318	2766.17
1	20180319	2795.05
1	20180325	2798.56
1	20180326	2800.51
1	20180327	2798.56
1	20180328	2781.78
1	20180403	2756.41
1	20180404	2780.22
1	20180407	2748.21
1	20180408	2741.19
1	20180409	2750.95
1	20180410	2799.34
1	20180411	2797.78
1	20180415	2806.36
1	20180416	2822.36
1	20180417	2813.39
1	20180418	2811.05
1	20180421	2805.19
1	20180422	2809.09
1	20180423	2823.14
1	20180424	2856.32
1	20180425	2912.51
1	20180428	2917.2
1	20180429	2917.59
1	20180430	2919.54
1	20180501	2944.12
1	20180505	2951.93
1	20180506	2928.12
1	20180507	2946.47
1	20180508	2994.08
1	20180509	3052.23
1	20180512	3076.42
1	20180513	3082.67
1	20180514	3085.79
1	20180515	3085.4
1	20180516	3092.42
1	20180519	3145.11
1	20180520	3181.4
1	20180521	3187.26
1	20180522	3163.84
1	20180523	3145.5
1	20180526	3005.79
1	20180527	2886.76
1	20180528	2907.44
1	20180529	2880.51
1	20180530	2882.46
1	20180602	2871.15
1	20180603	2844.22
1	20180609	2809.09
1	20180610	2757.97
1	20180611	2722.46
1	20180612	2706.07
1	20180613	2815.34
1	20180617	2935.15
1	20180618	2942.17
1	20180619	3008.52
1	20180620	3107.64
1	20180623	3115.06
1	20180624	3091.25
1	20180625	3137.3
1	20180626	3013.59
1	20180627	3007.74
1	20180630	3013.59
1	20180701	2897.68
1	20180702	2900.03
1	20180703	2904.71
1	20180704	2884.81
1	20180707	2870.76
1	20180708	2885.59
1	20180710	2866.07
1	20180711	2846.17
1	20180714	2797.78
1	20180715	2844.22
1	20180716	2818.85
1	20180717	2817.29
1	20180729	3233.82
1	20180730	3389.28
1	20180731	3558.68
1	20180801	3724.28
1	20180804	3774.97
1	20180805	3908.05
1	20180806	4172.92
1	20180807	4186.01
1	20180808	4049.99
1	20180811	4060.55
1	20180812	4041.12
1	20180813	4024.22
1	20180814	4127.29
1	20180815	3992.53
1	20180818	3954.94
1	20180819	3962.96
1	20180820	4020.42
1	20180821	4019.15
1	20180825	4158.13
1	20180826	4429.77
1	20180827	4622.4
1	20180828	4181.37
1	20180829	4161.93
1	20180901	4042.38
1	20180902	3954.09
1	20180903	4145.88
1	20180904	4352.46
1	20180905	4446.66
1	20180908	4478.35
1	20180909	4689.99
1	20180910	4915.16
1	20180911	4793.91
1	20180912	5023.3
1	20180915	4973.03
1	20180916	4751.25
1	20180917	4758.43
1	20180918	4681.54
1	20180922	4905.02
1	20180923	5096.81
1	20180924	5046.11
1	20180925	5133.56
1	20180926	5389.98
1	20180929	5659.08
1	20180930	5941.7
1	20181001	6231.07
1	20181002	5628.24
1	20181003	5645.14
1	20181006	5756.24
1	20181007	5510.38
1	20181008	5667.95
1	20181009	5941.28
1	20181010	5998.73
1	20181013	5720.76
1	20181014	5804.83
1	20181015	6060.41
1	20181016	6167.28
1	20181017	6318.94
1	20181020	6631.13
1	20181021	6706.75
1	20181022	6498.48
1	20181023	6278.39
1	20181024	6124.62
1	20181027	5863.12
1	20181028	5856.79
1	20181029	5918.04
1	20181031	5849.61
1	20181103	5842.85
1	20181104	5876.22
1	20181105	5857.21
1	20181106	5892.69
1	20181110	5836.09
1	20181111	5591.49
1	20181112	5601.21
1	20181113	5627.82
1	20181117	5372.66
1	20181118	5123
1	20181119	5289.02
1	20181120	5293.67
1	20181121	5121.31
1	20181124	5065.12
1	20181126	4812.08
1	20181127	4820.95
1	20181128	4664.22
1	20181201	4550.58
1	20181202	4752.51
1	20181203	4973.88
1	20181204	4964.58
1	20181205	4957.4
1	20181208	4992.46
1	20181209	4940.08
1	20181210	4951.06
1	20181211	4878.83
1	20181212	4819.68
1	20181215	4804.47
1	20181216	4679.01
1	20181217	4632.12
1	20181218	4544.67
1	20181219	4320.77
1	20181222	4108.71
1	20181223	4183.06
1	20181224	4207.98
1	20181225	4112.51
1	20181226	4195.31
1	20181229	4359.22
1	20181230	4358.79
1	20181231	4365.13
1	20190101	4266.7
1	20190102	4156.87
1	20190105	4295.43
1	20190106	4242.2
1	20190107	4429.77
1	20190108	4579.31
1	20190109	4616.06
1	20190112	4543.4
1	20190113	4491.02
1	20190114	4489.33
1	20190115	4632.54
1	20190116	4751.67
1	20190119	4987.82
1	20190120	5180.45
1	20190121	4938.81
1	20190122	4899.95
1	20190123	4896.57
1	20190126	4829.82
1	20190127	4702.24
1	20190128	4741.11
1	20190129	4738.57
1	20190130	4706.89
1	20190202	4703.09
1	20190203	4574.66
1	20190204	4693.79
1	20190205	4690.84
1	20190206	4707.31
1	20190210	4721.68
1	20190212	4690.84
1	20190213	4656.2
1	20190216	4605.93
1	20190217	4602.12
1	20190218	4649.01
1	20190219	4630.85
1	20190220	4739
1	20190223	4961.62
1	20190224	4959.09
1	20190225	4857.7
1	20190226	4715.76
1	20190227	4720.83
1	20190302	4689.99
1	20190303	4683.66
1	20190304	4660.42
1	20190305	4548.9
1	20190306	4627.47
1	20190309	4664.65
1	20190310	4709
1	20190311	4857.28
1	20190312	4865.73
1	20190313	4874.6
1	20190316	5106.1
1	20190317	5097.65
1	20190318	5226.08
1	20190319	5252.27
1	20190325	5187.63
1	20190326	5169.47
1	20190327	5185.94
1	20190330	5304.23
1	20190331	5231.99
1	20190406	5310.56
1	20190407	5425.47
1	20190408	5611.77
1	20190409	5735.12
1	20190410	5771.88
1	20190413	5759.2
1	20190414	5861.43
1	20190415	6138.14
1	20190416	6103.92
1	20190417	6100.12
1	20190420	6219.25
1	20190422	6256.42
1	20190423	6164.75
1	20190424	6196.86
1	20190427	6318.94
1	20190428	6625.22
1	20190429	6882.06
1	20190430	6716.04
1	20190501	6862.21
1	20190504	6849.53
1	20190505	6755.33
1	20190506	6446.52
1	20190507	6134.33
1	20190508	6285.99
1	20190511	6022.81
1	20190512	5754.98
1	20190513	5927.34
1	20190514	6183.34
1	20190515	6277.97
1	20190518	6329.5
1	20190519	6414.42
1	20190520	6283.03
1	20190521	6340.49
1	20190522	6311.34
1	20190525	6049.84
1	20190526	6171.09
1	20190528	6298.67
1	20190529	6265.29
1	20190602	6200.24
1	20190603	6116.17
1	20190608	6061.25
1	20190609	6034.21
1	20190610	5954.37
1	20190611	5903.68
1	20190612	6085.33
1	20190615	6088.71
1	20190616	6335.42
1	20190617	6498.48
1	20190618	6289.37
1	20190619	6240.79
1	20190622	6303.73
1	20190623	6386.53
1	20190624	6484.96
1	20190625	6512
1	20190626	6779.41
1	20190630	6814.47
1	20190701	6726.6
1	20190702	6638.73
1	20190703	6594.8
1	20190706	6447.37
1	20190707	6563.96
1	20190708	6593.11
1	20190709	6472.29
1	20190710	6420.33
1	20190713	6495.95
1	20190714	6613.39
1	20190715	6544.95
1	20190716	6231.5
1	20190717	6311.76
1	20190723	6592.53
